instance_id,music_genre
54884,Blues
64678,Country
72419,Classical
83764,Classical
28186,Blues
44624,Rap
60777,Rap
43148,Country
52203,Rap
46274,Alternative
80212,Blues
27001,Rap
34554,Classical
89072,Blues
44487,Country
82282,Alternative
54254,Country
82299,Country
84743,Classical
54079,Alternative
60209,Electronic
33289,Rap
85846,Electronic
37991,Classical
72003,Electronic
62836,Alternative
25381,Blues
61659,Electronic
71642,Country
80286,Classical
30541,Rap
31155,Anime
46418,Electronic
82955,Blues
70585,Anime
88180,Blues
62783,Anime
50771,Electronic
21105,Country
84877,Rap
78148,Rap
67139,Electronic
56479,Classical
90177,Anime
63384,Rock
23928,Rap
60749,Blues
68536,Country
79598,Blues
25252,Alternative
60822,Jazz
77505,Alternative
22240,Rap
49113,Electronic
41580,Blues
61907,Alternative
32568,Blues
39605,Classical
64719,Blues
23473,Blues
20307,Rap
56738,Rap
35991,Country
73523,Rap
37642,Rap
81112,Blues
32712,Rap
54062,Electronic
73419,Electronic
22248,Classical
55308,Electronic
45343,Blues
29305,Blues
73902,Anime
51267,Country
25157,Classical
36521,Rap
67241,Country
37570,Classical
22494,Blues
86486,Anime
39626,Rap
90012,Blues
82025,Rap
63481,Classical
42187,Blues
47892,Rap
83995,Blues
68152,Anime
47899,Country
54923,Blues
27286,Country
43508,Alternative
43609,Rock
37814,Anime
82006,Blues
37701,Blues
53248,Electronic
88692,Blues
50223,Country
50528,Anime
39604,Anime
63225,Anime
89175,Anime
46776,Blues
44480,Blues
47890,Alternative
59958,Electronic
71497,Rap
81884,Blues
25192,Classical
47627,Alternative
39869,Rap
27854,Alternative
87753,Country
72961,Anime
44528,Rap
40270,Electronic
75334,Alternative
82276,Alternative
52182,Jazz
53685,Rap
88872,Alternative
57298,Country
70416,Rap
63095,Blues
37324,Rap
65017,Country
36441,Rap
75545,Rap
26520,Electronic
30517,Blues
90819,Country
56008,Blues
46832,Blues
57028,Blues
27156,Country
62455,Blues
55149,Anime
22170,Alternative
68329,Electronic
22554,Alternative
74505,Jazz
46114,Alternative
81510,Rap
43169,Alternative
69755,Rap
24200,Country
33600,Classical
55719,Blues
64201,Blues
24202,Electronic
33488,Blues
46652,Electronic
32250,Country
27917,Blues
73828,Classical
34363,Blues
46939,Blues
78931,Country
23749,Alternative
53574,Blues
55328,Alternative
87246,Alternative
31058,Electronic
80721,Electronic
42908,Country
25612,Rap
22781,Blues
34175,Country
26434,Electronic
90160,Rap
65631,Alternative
85393,Electronic
52736,Anime
87139,Rap
40831,Alternative
28938,Blues
86484,Anime
71536,Blues
87650,Jazz
74169,Country
87417,Electronic
58181,Blues
75896,Country
83022,Rap
34209,Country
74159,Rap
33612,Blues
68424,Rap
75224,Rock
49084,Rap
45005,Alternative
26427,Classical
39702,Electronic
45739,Alternative
38698,Anime
36109,Blues
84104,Rap
74096,Country
33130,Alternative
57815,Country
79081,Jazz
43010,Blues
74107,Rap
33331,Country
86104,Country
20012,Alternative
87531,Electronic
52242,Classical
45150,Country
34334,Electronic
51250,Rock
51276,Alternative
70498,Country
88987,Alternative
66713,Blues
69517,Electronic
84021,Jazz
49799,Rap
22006,Classical
87612,Rap
63177,Blues
26673,Country
31830,Electronic
61556,Blues
42500,Electronic
59584,Electronic
22334,Blues
47182,Rap
85252,Rap
32028,Classical
69980,Electronic
39937,Rap
74062,Blues
70923,Alternative
73539,Blues
67129,Anime
60571,Rap
46242,Electronic
91648,Alternative
28401,Anime
62330,Rock
60498,Alternative
85106,Country
25234,Country
68305,Alternative
90043,Country
86790,Rap
90184,Rap
80511,Alternative
79134,Alternative
41645,Anime
58428,Rap
63966,Jazz
86312,Blues
91144,Rap
60788,Electronic
88837,Country
28081,Electronic
77370,Electronic
68731,Anime
25926,Electronic
42355,Electronic
56055,Alternative
73476,Jazz
20833,Country
89357,Alternative
89341,Alternative
70183,Rap
36052,Country
61683,Blues
78218,Jazz
77796,Rap
83620,Alternative
34352,Rap
23649,Country
28960,Blues
50688,Anime
39564,Country
78713,Electronic
52610,Country
75891,Electronic
85932,Country
23968,Country
59522,Electronic
70467,Jazz
85663,Anime
88921,Classical
36991,Alternative
78594,Blues
31794,Country
48500,Rap
61995,Country
83252,Rap
88471,Alternative
53035,Rap
24075,Alternative
59115,Blues
39593,Anime
69884,Alternative
57179,Rap
24444,Alternative
44582,Country
31641,Anime
20089,Alternative
73942,Jazz
48014,Anime
78231,Rap
27833,Classical
52213,Blues
77273,Blues
27315,Electronic
87220,Alternative
45858,Jazz
36062,Blues
90700,Blues
42993,Blues
70517,Blues
51375,Rap
49585,Blues
25399,Rap
86456,Country
60340,Blues
23077,Blues
91043,Alternative
26761,Classical
35454,Blues
45214,Electronic
44686,Country
21559,Blues
88556,Classical
31223,Alternative
82000,Alternative
45271,Electronic
37980,Anime
42445,Blues
39078,Electronic
77133,Electronic
55873,Rap
37061,Country
69588,Blues
51445,Alternative
84941,Blues
76352,Rap
65009,Rap
84111,Rap
32725,Country
27138,Country
59133,Alternative
60238,Alternative
27294,Country
36686,Classical
27011,Electronic
77838,Blues
82126,Blues
82655,Blues
50749,Rap
70428,Rap
34710,Blues
76120,Alternative
68679,Electronic
51605,Jazz
46410,Electronic
43547,Anime
80709,Country
69711,Country
43177,Rap
55488,Blues
71185,Alternative
44391,Country
48201,Country
55364,Rap
83340,Electronic
32746,Anime
27811,Blues
43746,Blues
53594,Rap
57945,Rap
45598,Electronic
24678,Electronic
75863,Rap
90662,Electronic
20293,Blues
58664,Anime
91562,Electronic
35993,Rap
52846,Blues
67585,Classical
53600,Electronic
84770,Anime
65387,Anime
54970,Alternative
75651,Electronic
52541,Blues
70020,Alternative
71932,Rap
68393,Country
42738,Rap
63970,Rap
84582,Electronic
53269,Electronic
40371,Country
26213,Classical
51394,Alternative
39889,Blues
58811,Blues
56696,Rap
67817,Alternative
44562,Electronic
61463,Rock
62339,Country
66487,Electronic
64087,Rock
22515,Anime
61909,Rap
90415,Classical
60814,Rap
22877,Alternative
26870,Rap
48662,Rap
60357,Classical
63050,Rap
61232,Electronic
51782,Electronic
63890,Rap
36296,Blues
67990,Blues
68906,Rap
69455,Blues
67875,Electronic
71487,Country
33186,Electronic
54323,Alternative
42456,Rap
69741,Alternative
41914,Rap
35208,Blues
69878,Rap
65984,Blues
80482,Classical
21353,Anime
83945,Rap
36879,Alternative
63741,Rap
74739,Alternative
30089,Alternative
21957,Blues
34489,Classical
79898,Blues
79232,Blues
66939,Electronic
66425,Blues
90367,Rap
72693,Classical
23392,Country
32818,Rap
62881,Rap
58433,Country
51099,Country
31412,Blues
68549,Rap
68580,Blues
56471,Rap
66734,Rap
49265,Electronic
22571,Country
75548,Rap
53582,Country
67535,Electronic
43440,Alternative
63993,Classical
70005,Rap
32953,Alternative
40379,Blues
28507,Rap
29736,Electronic
45621,Country
84202,Country
69826,Electronic
90566,Anime
79392,Country
77764,Alternative
52823,Blues
89185,Electronic
26602,Alternative
34441,Country
59375,Blues
56834,Electronic
21941,Blues
38478,Electronic
30684,Country
56890,Classical
28622,Anime
59231,Blues
68965,Blues
86519,Anime
82322,Alternative
37539,Classical
21337,Rap
64384,Classical
44600,Alternative
78544,Blues
90563,Rap
74481,Rap
54518,Blues
81496,Electronic
43788,Rock
82140,Alternative
50866,Country
87697,Jazz
81322,Blues
71606,Blues
74187,Rap
46749,Blues
61172,Country
67379,Electronic
43708,Electronic
31697,Classical
48753,Blues
86247,Rap
39321,Jazz
81303,Alternative
31700,Blues
39283,Blues
86223,Blues
36986,Blues
69730,Alternative
31511,Anime
21320,Alternative
24362,Rap
81325,Alternative
54702,Blues
25164,Classical
29295,Blues
28821,Blues
23465,Alternative
28266,Country
63607,Blues
43957,Country
45417,Country
24786,Country
29231,Electronic
28399,Rap
51688,Alternative
63677,Rock
60857,Alternative
46581,Anime
90000,Rap
90721,Classical
42199,Blues
47069,Rap
37286,Classical
48423,Alternative
69748,Classical
64209,Blues
78921,Country
53020,Rap
20954,Electronic
51820,Classical
64456,Blues
73654,Alternative
37470,Rap
36747,Blues
59316,Alternative
57868,Country
26108,Anime
90610,Country
37401,Alternative
42836,Anime
60187,Blues
76962,Alternative
21987,Country
25590,Classical
54053,Anime
91202,Blues
21776,Country
52271,Country
80021,Electronic
39210,Country
49684,Rap
72272,Blues
46932,Classical
63821,Rap
67295,Blues
38117,Rock
65658,Jazz
77890,Alternative
46643,Anime
50459,Jazz
27444,Anime
30281,Electronic
68231,Country
41288,Alternative
41813,Rap
27726,Electronic
75946,Rap
37037,Rap
54477,Rap
50421,Jazz
59966,Rap
60539,Anime
39569,Rap
74179,Electronic
64859,Country
37359,Rap
83532,Country
67472,Rap
20971,Blues
35602,Rap
35064,Electronic
67376,Anime
28369,Electronic
91357,Blues
89310,Classical
42726,Rock
44658,Blues
62922,Country
90371,Anime
67102,Electronic
69093,Rap
81680,Country
59531,Electronic
89899,Electronic
71280,Country
62992,Rap
91365,Country
72376,Classical
72735,Blues
44626,Rap
65158,Electronic
54058,Alternative
52768,Rap
75154,Electronic
43079,Blues
54014,Rap
33317,Blues
90612,Alternative
39582,Anime
80146,Electronic
47524,Alternative
47873,Blues
89300,Rap
89750,Alternative
52408,Rap
46562,Rap
68530,Blues
72018,Electronic
76114,Country
43717,Blues
77758,Blues
87126,Jazz
45711,Alternative
21913,Rap
60284,Rap
58456,Rap
76953,Blues
88097,Anime
39038,Country
75244,Rap
84231,Electronic
28462,Rock
49911,Blues
75113,Rap
56495,Country
47770,Rap
85033,Blues
76250,Jazz
70831,Blues
65544,Blues
61329,Electronic
43484,Rap
39269,Blues
33631,Rap
48703,Country
37802,Blues
38253,Blues
37849,Alternative
65720,Country
48828,Country
62073,Blues
34598,Blues
34309,Jazz
39308,Rap
70837,Jazz
34894,Anime
87581,Rap
80606,Blues
37122,Alternative
24022,Alternative
89837,Electronic
54084,Electronic
45147,Rap
20360,Country
53780,Blues
60150,Classical
37065,Classical
20465,Country
60222,Country
24232,Blues
69493,Alternative
50507,Country
21340,Classical
57482,Country
77737,Country
22582,Country
32651,Rock
36782,Jazz
44475,Electronic
39313,Country
75119,Rap
45293,Anime
63054,Country
26344,Country
35823,Alternative
59101,Electronic
26985,Rap
44996,Classical
74360,Classical
49080,Blues
62952,Rap
35107,Country
89338,Classical
76637,Electronic
59367,Electronic
22683,Rock
63772,Blues
77616,Country
85197,Country
81252,Rap
46633,Country
91354,Blues
34952,Electronic
51615,Alternative
25525,Rap
47649,Blues
56748,Rap
83690,Electronic
31060,Country
81822,Rap
65735,Blues
52692,Rap
20884,Rap
90068,Rap
47129,Electronic
34669,Electronic
21548,Rap
71953,Classical
44816,Alternative
23924,Classical
89358,Alternative
43198,Alternative
39563,Anime
49136,Anime
35228,Country
51376,Rap
35377,Classical
30876,Anime
83732,Electronic
43852,Blues
44195,Country
73276,Alternative
25204,Electronic
56229,Country
59023,Rap
38786,Country
76358,Alternative
47725,Alternative
24256,Blues
50014,Electronic
46563,Blues
85858,Electronic
74524,Alternative
74767,Alternative
31011,Electronic
34767,Rap
42385,Blues
52222,Rap
25067,Country
31184,Blues
46433,Classical
49888,Electronic
72951,Rap
39957,Electronic
34259,Electronic
76364,Jazz
80861,Alternative
37808,Rap
77717,Classical
47064,Blues
90586,Rap
73045,Country
63709,Alternative
57809,Electronic
64673,Rock
23211,Electronic
46582,Alternative
29112,Rap
71956,Blues
33176,Country
27864,Anime
86681,Anime
43449,Country
34772,Jazz
51757,Rap
30910,Rap
66814,Country
21720,Rap
39542,Classical
83059,Blues
80772,Blues
21700,Jazz
52270,Blues
56997,Country
62782,Country
79629,Blues
78345,Electronic
49627,Blues
20383,Classical
44918,Rap
31519,Alternative
50227,Jazz
65171,Country
57200,Blues
23736,Electronic
58542,Electronic
57997,Jazz
72280,Blues
79493,Blues
55552,Jazz
83810,Rap
70337,Rap
40368,Jazz
71438,Country
42328,Anime
59613,Country
55561,Country
89733,Rap
71254,Electronic
65228,Rock
70675,Classical
72633,Electronic
54228,Blues
27418,Country
73139,Electronic
71475,Electronic
68288,Jazz
40354,Classical
43671,Anime
87226,Classical
40617,Electronic
30969,Blues
58891,Blues
57246,Rap
84355,Electronic
78490,Rap
46866,Electronic
64700,Country
48630,Country
28028,Electronic
81849,Anime
55223,Alternative
23950,Electronic
91310,Rap
64499,Electronic
68413,Electronic
28528,Alternative
31008,Alternative
85674,Alternative
40630,Blues
25401,Blues
49666,Blues
49291,Blues
66277,Rap
89779,Blues
20040,Anime
76744,Rap
80590,Anime
68027,Country
30573,Electronic
30014,Anime
46225,Country
57168,Electronic
28191,Blues
39845,Jazz
31747,Electronic
79879,Classical
48775,Blues
34267,Country
37650,Rap
75227,Anime
43188,Rap
76010,Rock
25670,Anime
39137,Blues
78156,Country
45953,Electronic
29543,Blues
74482,Electronic
22392,Rap
25804,Blues
47464,Country
29089,Alternative
88310,Rap
61446,Electronic
73368,Rock
86252,Rap
83700,Electronic
65036,Blues
71722,Rap
47861,Blues
64156,Blues
67741,Country
22149,Rap
82374,Rock
38127,Country
78873,Blues
74151,Blues
69342,Rap
85438,Alternative
84246,Electronic
21037,Anime
88397,Country
21876,Rap
86766,Blues
63480,Jazz
58807,Jazz
70541,Classical
42673,Blues
44685,Anime
88581,Rap
65088,Anime
20267,Electronic
62067,Electronic
68121,Classical
34387,Blues
46272,Electronic
72149,Blues
55904,Electronic
86710,Alternative
69485,Rap
56993,Classical
36283,Country
52357,Rap
37101,Country
38706,Classical
39180,Electronic
70250,Alternative
77272,Electronic
84457,Electronic
84793,Anime
64494,Electronic
36468,Rap
33055,Blues
85625,Anime
75033,Country
30549,Alternative
23092,Country
33885,Country
22929,Electronic
65842,Rock
62094,Country
79213,Classical
87496,Alternative
66881,Electronic
43655,Country
75219,Blues
86007,Blues
89204,Electronic
24317,Jazz
91162,Rap
77488,Electronic
49016,Classical
46628,Country
66629,Anime
22974,Rap
37543,Anime
22097,Blues
24123,Country
23432,Blues
55218,Rap
43637,Jazz
73369,Electronic
72828,Alternative
39764,Jazz
86143,Blues
52911,Electronic
36349,Country
28590,Rock
36546,Electronic
38080,Alternative
61479,Electronic
70667,Electronic
84826,Blues
50808,Country
51720,Blues
24392,Country
68320,Alternative
72497,Anime
22150,Rap
21526,Blues
70374,Blues
28370,Electronic
90085,Classical
47124,Rap
72471,Rap
30785,Rap
23582,Blues
22719,Blues
86992,Electronic
35754,Jazz
77308,Country
35575,Anime
76768,Electronic
20395,Country
31082,Rap
90556,Blues
31444,Alternative
74543,Blues
62264,Blues
41893,Electronic
51643,Rock
54509,Blues
39678,Rap
40266,Country
82326,Blues
58307,Blues
43837,Classical
47659,Classical
50893,Blues
62337,Rap
43364,Country
36837,Electronic
77343,Alternative
90511,Electronic
83958,Blues
86083,Alternative
26747,Rap
22853,Blues
65781,Rap
64393,Country
89582,Country
47294,Classical
90464,Rap
32779,Alternative
41788,Electronic
67522,Rap
57562,Alternative
24961,Electronic
45194,Rap
44317,Anime
30018,Alternative
29423,Blues
61643,Rock
84829,Country
80355,Electronic
81489,Blues
39973,Electronic
78194,Alternative
23701,Electronic
28226,Electronic
89928,Rock
26335,Anime
91284,Rap
50221,Country
43923,Anime
38209,Jazz
70169,Rap
22285,Country
76724,Alternative
20453,Electronic
53082,Electronic
66558,Electronic
68943,Alternative
82199,Electronic
26018,Country
56562,Electronic
74072,Rap
43073,Classical
76614,Blues
54093,Rap
67728,Blues
89412,Anime
44634,Jazz
64907,Blues
88673,Rap
57745,Electronic
89952,Anime
55750,Rock
43009,Country
71077,Jazz
27329,Country
60563,Electronic
73772,Anime
62166,Electronic
88208,Blues
48011,Rap
52100,Rap
74691,Classical
27404,Country
62652,Classical
81116,Blues
70107,Rap
59649,Classical
73443,Anime
30259,Rap
25207,Blues
62411,Electronic
88202,Country
69348,Rap
62065,Classical
75125,Blues
69209,Country
87068,Rock
49352,Blues
49380,Country
77988,Country
44070,Blues
58610,Electronic
50345,Electronic
49042,Blues
68063,Rap
57796,Classical
28948,Rap
33931,Electronic
74457,Rap
26473,Rap
69015,Rap
36460,Electronic
24513,Electronic
30015,Anime
21727,Alternative
85914,Rap
30641,Rap
69335,Rap
84974,Jazz
48529,Alternative
85844,Rap
66013,Anime
59308,Rap
91524,Classical
37281,Blues
57662,Anime
54159,Rap
23704,Country
