instance_id,music_genre
51665,Rock
70042,Rock
27911,Hip-Hop
40311,Country
49904,Electronic
47588,Rap
44657,Rap
23053,Alternative
42143,Electronic
77852,Alternative
58240,Anime
67419,Alternative
75524,Electronic
29774,Rock
60161,Electronic
45935,Blues
50100,Anime
27735,Jazz
22155,Jazz
28074,Blues
70652,Alternative
73891,Jazz
67578,Rock
48379,Classical
53364,Jazz
46115,Country
80693,Anime
86176,Blues
69079,Blues
29436,Classical
55813,Country
78708,Anime
81049,Rap
36822,Alternative
22274,Rock
41472,Rock
69744,Rock
85910,Hip-Hop
79522,Alternative
86953,Hip-Hop
65953,Rap
70639,Jazz
79193,Classical
35294,Hip-Hop
77931,Electronic
63066,Blues
68106,Hip-Hop
85652,Alternative
68770,Country
75085,Blues
80369,Rap
79286,Blues
63102,Blues
86706,Rock
49496,Rap
43631,Country
28056,Hip-Hop
37736,Rock
60812,Anime
23204,Alternative
54161,Classical
30121,Anime
66816,Hip-Hop
82621,Rap
28760,Jazz
85574,Blues
27085,Blues
58429,Alternative
39227,Classical
75952,Anime
83656,Electronic
58626,Rap
76948,Country
40834,Alternative
66252,Alternative
59319,Rap
62342,Electronic
32156,Electronic
35817,Blues
77770,Anime
25530,Country
67138,Rap
74197,Alternative
28720,Rock
34223,Alternative
59705,Anime
26142,Hip-Hop
46526,Alternative
23005,Anime
59474,Jazz
45707,Jazz
27027,Hip-Hop
57553,Classical
90987,Electronic
41262,Country
78385,Country
30750,Anime
65283,Blues
45981,Blues
65943,Rock
22917,Electronic
81906,Country
47576,Alternative
83134,Rap
77843,Electronic
30061,Anime
85448,Blues
58815,Anime
39610,Country
28228,Rock
20724,Blues
39201,Electronic
77056,Classical
52020,Hip-Hop
22943,Electronic
87928,Rock
91571,Anime
35921,Alternative
86157,Rock
61361,Electronic
61824,Rock
91068,Classical
26519,Rap
54567,Hip-Hop
84864,Rock
86854,Jazz
28672,Blues
89590,Jazz
40950,Jazz
84346,Rap
88444,Blues
84165,Rap
54821,Country
49692,Electronic
46715,Rock
52010,Anime
82981,Rock
25725,Alternative
30019,Hip-Hop
35896,Rap
79523,Hip-Hop
86615,Hip-Hop
22846,Classical
69121,Electronic
87501,Jazz
60441,Anime
59679,Anime
73116,Electronic
79128,Rap
77924,Rap
50103,Blues
32687,Classical
36166,Alternative
23042,Rap
86267,Electronic
86002,Country
54217,Classical
32061,Anime
90641,Electronic
25215,Country
76746,Jazz
55403,Electronic
53545,Classical
28508,Hip-Hop
34635,Electronic
83181,Electronic
40431,Jazz
53432,Country
72380,Rock
91547,Classical
21329,Classical
48834,Country
60260,Jazz
62596,Alternative
88414,Electronic
27670,Classical
20184,Hip-Hop
74754,Hip-Hop
51779,Country
44229,Alternative
38429,Classical
52175,Rock
74508,Anime
38226,Rap
88033,Rap
46508,Hip-Hop
28366,Blues
43879,Anime
76786,Electronic
79751,Electronic
68264,Anime
35263,Classical
27380,Rap
43617,Anime
66753,Anime
81392,Electronic
87466,Electronic
43503,Rap
64420,Alternative
79663,Rock
69705,Electronic
23454,Anime
89415,Classical
85299,Anime
52464,Jazz
87262,Electronic
82220,Electronic
53978,Classical
26077,Anime
34361,Classical
79197,Anime
44679,Blues
87060,Blues
69407,Classical
24344,Rap
32903,Anime
81260,Jazz
87783,Country
59070,Electronic
84713,Anime
39540,Rap
87881,Rap
62139,Rap
34809,Electronic
25628,Hip-Hop
45163,Country
30628,Rap
88973,Jazz
79958,Hip-Hop
39602,Rock
67145,Country
31157,Jazz
89361,Rock
38655,Anime
30081,Rap
85900,Hip-Hop
73908,Rap
40349,Hip-Hop
54879,Alternative
67338,Electronic
37894,Hip-Hop
83715,Country
27123,Electronic
91289,Hip-Hop
53547,Classical
78358,Alternative
73070,Anime
85231,Hip-Hop
57054,Jazz
26421,Jazz
84532,Rock
65393,Rap
27409,Electronic
54312,Electronic
74195,Hip-Hop
48112,Jazz
48227,Hip-Hop
67568,Hip-Hop
38819,Rock
29974,Classical
75851,Classical
38200,Electronic
34119,Classical
47538,Rock
50199,Rap
27378,Electronic
54292,Rap
25808,Country
64587,Electronic
75010,Hip-Hop
87791,Country
85250,Anime
62104,Anime
57713,Alternative
79767,Anime
57625,Blues
21071,Rock
54208,Hip-Hop
22607,Electronic
28279,Hip-Hop
33901,Rap
35304,Jazz
73033,Alternative
43728,Hip-Hop
38952,Anime
35753,Anime
87301,Alternative
68674,Rap
89545,Rock
84037,Electronic
40629,Rock
66762,Rock
38489,Jazz
50798,Rock
59440,Classical
65178,Country
89685,Country
75272,Rap
86956,Electronic
54030,Rap
82915,Country
52094,Rock
51792,Jazz
28284,Anime
20113,Rap
87653,Country
35743,Jazz
26678,Blues
73596,Alternative
51560,Alternative
56709,Classical
24928,Blues
53403,Electronic
22619,Classical
53744,Alternative
54616,Anime
61554,Hip-Hop
69985,Electronic
77452,Jazz
23419,Alternative
33908,Hip-Hop
28964,Rap
76506,Jazz
33456,Rock
24191,Hip-Hop
71957,Rock
60030,Blues
67030,Classical
48507,Country
70915,Hip-Hop
46551,Country
89424,Blues
44108,Country
75115,Country
22398,Rock
80442,Blues
28649,Electronic
44755,Electronic
40871,Electronic
81727,Alternative
90895,Anime
80298,Alternative
36834,Blues
64081,Blues
42371,Electronic
30453,Classical
36618,Alternative
61161,Electronic
69958,Anime
77541,Jazz
39478,Classical
53182,Electronic
91376,Alternative
74527,Blues
37367,Blues
85484,Jazz
78633,Classical
48596,Jazz
74826,Jazz
80998,Anime
53417,Anime
57049,Jazz
33615,Classical
80751,Electronic
61234,Alternative
62521,Blues
23508,Jazz
87143,Anime
77220,Classical
78207,Alternative
39623,Hip-Hop
39015,Hip-Hop
67572,Blues
82669,Country
46911,Hip-Hop
76013,Blues
80753,Anime
48074,Hip-Hop
64825,Rock
63874,Jazz
57271,Jazz
51202,Hip-Hop
67118,Alternative
83814,Blues
39573,Jazz
84886,Hip-Hop
86847,Hip-Hop
82518,Classical
42067,Hip-Hop
48139,Blues
56337,Rap
88537,Rock
59730,Rap
32174,Jazz
73134,Electronic
44579,Jazz
31042,Alternative
73932,Country
88390,Rock
83099,Electronic
84090,Hip-Hop
78602,Classical
49931,Anime
35740,Anime
54430,Rock
36997,Hip-Hop
46176,Rap
59673,Blues
79201,Electronic
83689,Anime
84282,Rap
77132,Jazz
66739,Classical
88734,Country
83245,Anime
25710,Jazz
39970,Rap
76018,Hip-Hop
44135,Alternative
70179,Country
83697,Rap
36561,Rap
84578,Rock
70828,Blues
83492,Electronic
27262,Hip-Hop
51203,Country
58158,Anime
61086,Classical
67100,Jazz
25075,Hip-Hop
88257,Classical
51359,Rap
39806,Electronic
83290,Anime
71123,Rock
75263,Alternative
21285,Country
39144,Blues
81556,Alternative
75841,Classical
72512,Blues
70076,Blues
20475,Jazz
60876,Country
66334,Anime
46536,Electronic
21821,Electronic
66861,Jazz
59942,Country
61748,Classical
30388,Alternative
38184,Rap
47767,Hip-Hop
33039,Blues
85876,Classical
49775,Rock
33221,Classical
20810,Jazz
36524,Electronic
79824,Blues
28907,Anime
36410,Electronic
85580,Country
62021,Classical
35234,Blues
41738,Rock
30543,Hip-Hop
32989,Rock
28163,Country
33828,Rap
67600,Alternative
61671,Country
44146,Anime
63726,Rock
84088,Rock
28335,Classical
88531,Blues
22198,Classical
38212,Anime
66928,Blues
85196,Jazz
27991,Blues
90666,Rock
31945,Alternative
86909,Anime
69376,Blues
63721,Anime
47711,Electronic
26007,Blues
50041,Anime
23664,Anime
84668,Alternative
59235,Rock
82927,Electronic
56602,Hip-Hop
51534,Anime
29908,Alternative
62571,Rock
38427,Blues
49885,Blues
68035,Hip-Hop
47258,Rock
32688,Electronic
69783,Rock
58518,Alternative
25785,Blues
40674,Alternative
74474,Rock
60437,Classical
23622,Hip-Hop
45052,Blues
70889,Electronic
75764,Blues
46132,Hip-Hop
44894,Rap
67077,Rap
26779,Blues
90219,Electronic
91167,Hip-Hop
54884,Country
64678,Hip-Hop
72419,Country
83764,Country
28186,Rock
44624,Classical
60777,Hip-Hop
43148,Rock
52203,Alternative
46274,Rock
80212,Blues
27001,Alternative
34554,Alternative
89072,Hip-Hop
44487,Alternative
82282,Rap
54254,Country
82299,Alternative
84743,Electronic
54079,Rock
60209,Country
33289,Rap
85846,Country
37991,Jazz
72003,Blues
62836,Country
25381,Electronic
61659,Rap
71642,Country
80286,Jazz
30541,Rap
31155,Hip-Hop
46418,Rock
82955,Jazz
70585,Alternative
88180,Hip-Hop
62783,Classical
50771,Jazz
21105,Anime
84877,Country
78148,Blues
67139,Alternative
56479,Anime
90177,Anime
63384,Jazz
23928,Classical
60749,Alternative
68536,Alternative
79598,Country
25252,Anime
60822,Classical
77505,Jazz
22240,Country
49113,Jazz
41580,Hip-Hop
61907,Jazz
32568,Blues
39605,Country
64719,Alternative
23473,Classical
20307,Classical
56738,Classical
35991,Classical
73523,Jazz
37642,Rap
81112,Rock
32712,Blues
54062,Rap
73419,Anime
22248,Alternative
55308,Blues
45343,Electronic
29305,Jazz
73902,Alternative
51267,Hip-Hop
25157,Electronic
36521,Jazz
67241,Country
37570,Jazz
22494,Country
86486,Blues
39626,Alternative
90012,Jazz
82025,Country
63481,Classical
42187,Rap
47892,Anime
83995,Rap
68152,Rap
47899,Electronic
54923,Classical
27286,Country
43508,Classical
43609,Blues
37814,Electronic
82006,Classical
37701,Blues
53248,Anime
88692,Rock
50223,Anime
50528,Rock
39604,Country
63225,Country
89175,Classical
46776,Classical
44480,Electronic
47890,Alternative
59958,Rock
71497,Anime
81884,Hip-Hop
25192,Classical
47627,Hip-Hop
39869,Rock
27854,Classical
87753,Blues
72961,Country
44528,Blues
40270,Classical
75334,Country
82276,Electronic
52182,Alternative
53685,Alternative
88872,Anime
57298,Jazz
70416,Alternative
63095,Classical
37324,Electronic
65017,Jazz
36441,Rap
75545,Jazz
26520,Rap
30517,Anime
90819,Classical
56008,Classical
46832,Classical
57028,Hip-Hop
27156,Electronic
62455,Electronic
55149,Classical
22170,Anime
68329,Anime
22554,Country
74505,Classical
46114,Alternative
81510,Country
43169,Anime
69755,Electronic
24200,Electronic
33600,Blues
55719,Blues
64201,Alternative
24202,Jazz
33488,Hip-Hop
46652,Blues
32250,Alternative
27917,Alternative
73828,Alternative
34363,Anime
46939,Anime
78931,Rock
23749,Classical
53574,Classical
55328,Anime
87246,Classical
31058,Hip-Hop
80721,Anime
42908,Electronic
25612,Alternative
22781,Rock
34175,Country
26434,Alternative
90160,Hip-Hop
65631,Electronic
85393,Classical
52736,Hip-Hop
87139,Blues
40831,Alternative
28938,Electronic
86484,Jazz
71536,Hip-Hop
87650,Alternative
74169,Blues
87417,Rap
58181,Hip-Hop
75896,Classical
83022,Rock
34209,Blues
74159,Electronic
33612,Electronic
68424,Anime
75224,Rock
49084,Anime
45005,Hip-Hop
26427,Jazz
39702,Electronic
45739,Blues
38698,Blues
36109,Anime
84104,Anime
74096,Classical
33130,Electronic
57815,Country
79081,Hip-Hop
43010,Electronic
74107,Rap
33331,Jazz
86104,Hip-Hop
20012,Jazz
87531,Classical
52242,Rock
45150,Blues
34334,Jazz
51250,Electronic
51276,Rap
70498,Country
88987,Jazz
66713,Rock
69517,Country
84021,Jazz
49799,Electronic
22006,Rap
87612,Classical
63177,Rap
26673,Classical
31830,Electronic
61556,Anime
42500,Hip-Hop
59584,Blues
22334,Hip-Hop
47182,Electronic
85252,Blues
32028,Classical
69980,Anime
39937,Country
74062,Blues
70923,Blues
73539,Country
67129,Blues
60571,Country
46242,Classical
91648,Electronic
28401,Country
62330,Rock
60498,Classical
85106,Rock
25234,Anime
68305,Rap
90043,Jazz
86790,Classical
90184,Classical
80511,Blues
79134,Classical
41645,Rap
58428,Blues
63966,Classical
86312,Blues
91144,Classical
60788,Rap
88837,Electronic
28081,Classical
77370,Jazz
68731,Rock
25926,Classical
42355,Rock
56055,Country
73476,Alternative
20833,Jazz
89357,Hip-Hop
89341,Rap
70183,Classical
36052,Alternative
61683,Rap
78218,Blues
77796,Rock
83620,Blues
34352,Classical
23649,Anime
28960,Country
50688,Country
39564,Electronic
78713,Country
52610,Blues
75891,Classical
85932,Blues
23968,Rock
59522,Anime
70467,Alternative
85663,Alternative
88921,Anime
36991,Blues
78594,Blues
31794,Classical
48500,Rap
61995,Country
83252,Rock
88471,Country
53035,Alternative
24075,Jazz
59115,Classical
39593,Anime
69884,Country
57179,Classical
24444,Anime
44582,Jazz
31641,Rap
20089,Classical
73942,Rap
48014,Rap
78231,Blues
27833,Anime
52213,Hip-Hop
77273,Electronic
27315,Country
87220,Classical
45858,Hip-Hop
36062,Classical
90700,Jazz
42993,Blues
70517,Classical
51375,Anime
49585,Rock
25399,Rap
86456,Anime
60340,Anime
23077,Rock
91043,Blues
26761,Hip-Hop
35454,Anime
45214,Hip-Hop
44686,Rock
21559,Rock
88556,Country
31223,Electronic
82000,Blues
45271,Jazz
37980,Electronic
42445,Country
39078,Rap
77133,Blues
55873,Classical
37061,Classical
69588,Alternative
51445,Hip-Hop
84941,Rap
76352,Jazz
65009,Classical
84111,Anime
32725,Alternative
27138,Alternative
59133,Jazz
60238,Alternative
27294,Jazz
36686,Country
27011,Alternative
77838,Electronic
82126,Rock
82655,Electronic
50749,Jazz
70428,Blues
34710,Classical
76120,Blues
68679,Rap
51605,Rap
46410,Blues
43547,Rap
80709,Hip-Hop
69711,Hip-Hop
43177,Rock
55488,Rock
71185,Blues
44391,Electronic
48201,Classical
55364,Alternative
83340,Country
32746,Anime
27811,Alternative
43746,Blues
53594,Country
57945,Hip-Hop
45598,Hip-Hop
24678,Alternative
75863,Country
90662,Blues
20293,Rap
58664,Hip-Hop
91562,Rock
35993,Jazz
52846,Rap
67585,Alternative
53600,Classical
84770,Jazz
65387,Hip-Hop
54970,Anime
75651,Rap
52541,Classical
70020,Jazz
71932,Rock
68393,Classical
42738,Anime
63970,Rap
84582,Electronic
53269,Country
40371,Alternative
26213,Country
51394,Classical
39889,Electronic
58811,Blues
56696,Alternative
67817,Alternative
44562,Anime
61463,Rock
62339,Jazz
66487,Electronic
64087,Electronic
22515,Blues
61909,Anime
90415,Classical
60814,Blues
22877,Country
26870,Rap
48662,Alternative
60357,Hip-Hop
63050,Rap
61232,Alternative
51782,Classical
63890,Country
36296,Alternative
67990,Alternative
68906,Alternative
69455,Classical
67875,Blues
71487,Rap
33186,Country
54323,Electronic
42456,Blues
69741,Country
41914,Rap
35208,Jazz
69878,Jazz
65984,Country
80482,Rock
21353,Electronic
83945,Electronic
36879,Blues
63741,Rock
74739,Anime
30089,Electronic
21957,Rock
34489,Alternative
79898,Classical
79232,Blues
66939,Anime
66425,Electronic
90367,Blues
72693,Classical
23392,Hip-Hop
32818,Country
62881,Country
58433,Blues
51099,Electronic
31412,Electronic
68549,Classical
68580,Jazz
56471,Classical
66734,Rap
49265,Country
22571,Blues
75548,Anime
53582,Jazz
67535,Classical
43440,Rap
63993,Anime
70005,Electronic
32953,Rock
40379,Jazz
28507,Rock
29736,Blues
45621,Rap
84202,Anime
69826,Rock
90566,Jazz
79392,Alternative
77764,Rock
52823,Country
89185,Blues
26602,Anime
34441,Classical
59375,Rock
56834,Classical
21941,Hip-Hop
38478,Jazz
30684,Rock
56890,Anime
28622,Electronic
59231,Country
68965,Anime
86519,Blues
82322,Rap
37539,Country
21337,Country
64384,Jazz
44600,Rock
78544,Blues
90563,Rock
74481,Jazz
54518,Electronic
81496,Jazz
43788,Jazz
82140,Blues
50866,Blues
87697,Rock
81322,Electronic
71606,Jazz
74187,Hip-Hop
46749,Country
61172,Hip-Hop
67379,Rap
43708,Anime
31697,Country
48753,Alternative
86247,Alternative
39321,Anime
81303,Electronic
31700,Blues
39283,Jazz
86223,Jazz
36986,Rock
69730,Rap
31511,Hip-Hop
21320,Rock
24362,Hip-Hop
81325,Rock
54702,Electronic
25164,Alternative
29295,Rap
28821,Country
23465,Rap
28266,Electronic
63607,Classical
43957,Anime
45417,Anime
24786,Jazz
29231,Hip-Hop
28399,Alternative
51688,Rap
63677,Classical
60857,Classical
46581,Jazz
90000,Rock
90721,Jazz
42199,Country
47069,Anime
37286,Alternative
48423,Blues
69748,Alternative
64209,Rock
78921,Alternative
53020,Anime
20954,Hip-Hop
51820,Rock
64456,Jazz
73654,Jazz
37470,Rap
36747,Jazz
59316,Blues
57868,Rock
26108,Blues
90610,Blues
37401,Electronic
42836,Hip-Hop
60187,Rock
76962,Rap
21987,Electronic
25590,Classical
54053,Hip-Hop
91202,Alternative
21776,Electronic
52271,Classical
80021,Rock
39210,Rock
49684,Anime
72272,Jazz
46932,Hip-Hop
63821,Country
67295,Anime
38117,Rock
65658,Alternative
77890,Hip-Hop
46643,Electronic
50459,Rap
27444,Rap
30281,Classical
68231,Classical
41288,Country
41813,Country
27726,Anime
75946,Rap
37037,Jazz
54477,Hip-Hop
50421,Country
59966,Electronic
60539,Country
39569,Blues
74179,Country
64859,Rap
37359,Country
83532,Rap
67472,Jazz
20971,Rock
35602,Classical
35064,Jazz
67376,Anime
28369,Rap
91357,Rap
89310,Rap
42726,Classical
44658,Rap
62922,Anime
90371,Alternative
67102,Classical
69093,Rap
81680,Alternative
59531,Country
89899,Jazz
71280,Hip-Hop
62992,Rock
91365,Jazz
72376,Electronic
72735,Alternative
44626,Rock
65158,Jazz
54058,Rock
52768,Hip-Hop
75154,Classical
43079,Rock
54014,Alternative
33317,Rock
90612,Electronic
39582,Classical
80146,Anime
47524,Jazz
47873,Jazz
89300,Classical
89750,Rock
52408,Blues
46562,Alternative
68530,Anime
72018,Rap
76114,Country
43717,Jazz
77758,Hip-Hop
87126,Rock
45711,Alternative
21913,Jazz
60284,Blues
58456,Rock
76953,Hip-Hop
88097,Alternative
39038,Alternative
75244,Rock
84231,Electronic
28462,Classical
49911,Hip-Hop
75113,Hip-Hop
56495,Jazz
47770,Blues
85033,Classical
76250,Rock
70831,Alternative
65544,Blues
61329,Rock
43484,Jazz
39269,Rap
33631,Rap
48703,Rap
37802,Alternative
38253,Jazz
37849,Electronic
65720,Alternative
48828,Electronic
62073,Classical
34598,Alternative
34309,Country
39308,Electronic
70837,Rock
34894,Alternative
87581,Anime
80606,Anime
37122,Electronic
24022,Hip-Hop
89837,Anime
54084,Electronic
45147,Country
20360,Jazz
53780,Rock
60150,Country
37065,Rap
20465,Jazz
60222,Jazz
24232,Rap
69493,Blues
50507,Anime
21340,Classical
57482,Rap
77737,Hip-Hop
22582,Blues
32651,Classical
36782,Rock
44475,Classical
39313,Electronic
75119,Blues
45293,Rap
63054,Rock
26344,Jazz
35823,Country
59101,Country
26985,Rock
44996,Electronic
74360,Electronic
49080,Rock
62952,Country
35107,Anime
89338,Hip-Hop
76637,Classical
59367,Rock
22683,Electronic
63772,Jazz
77616,Blues
85197,Rock
81252,Alternative
46633,Rap
91354,Anime
34952,Classical
51615,Rap
25525,Classical
47649,Alternative
56748,Jazz
83690,Hip-Hop
31060,Alternative
81822,Jazz
65735,Country
52692,Blues
20884,Electronic
90068,Country
47129,Hip-Hop
34669,Hip-Hop
21548,Classical
71953,Alternative
44816,Rap
23924,Electronic
89358,Classical
43198,Blues
39563,Electronic
49136,Classical
35228,Classical
51376,Alternative
35377,Anime
30876,Classical
83732,Blues
43852,Electronic
44195,Country
73276,Jazz
25204,Hip-Hop
56229,Electronic
59023,Jazz
38786,Electronic
76358,Hip-Hop
47725,Classical
24256,Blues
50014,Rock
46563,Jazz
85858,Alternative
74524,Alternative
74767,Country
31011,Country
34767,Alternative
42385,Country
52222,Classical
25067,Anime
31184,Jazz
46433,Country
49888,Alternative
72951,Alternative
39957,Anime
34259,Anime
76364,Rock
80861,Country
37808,Country
77717,Rap
47064,Alternative
90586,Hip-Hop
73045,Country
63709,Blues
57809,Electronic
64673,Electronic
23211,Blues
46582,Anime
29112,Rock
71956,Anime
33176,Alternative
27864,Classical
86681,Electronic
43449,Alternative
34772,Country
51757,Alternative
30910,Rock
66814,Hip-Hop
21720,Country
39542,Jazz
83059,Hip-Hop
80772,Rock
21700,Blues
52270,Anime
56997,Country
62782,Electronic
79629,Hip-Hop
78345,Jazz
49627,Alternative
20383,Electronic
44918,Electronic
31519,Blues
50227,Rock
65171,Classical
57200,Rap
23736,Electronic
58542,Anime
57997,Anime
72280,Electronic
79493,Hip-Hop
55552,Jazz
83810,Rap
70337,Country
40368,Blues
71438,Alternative
42328,Country
59613,Electronic
55561,Jazz
89733,Classical
71254,Hip-Hop
65228,Rap
70675,Country
72633,Hip-Hop
54228,Alternative
27418,Jazz
73139,Jazz
71475,Blues
68288,Hip-Hop
40354,Jazz
43671,Electronic
87226,Rock
40617,Country
30969,Blues
58891,Blues
57246,Rap
84355,Jazz
78490,Jazz
46866,Alternative
64700,Blues
48630,Jazz
28028,Electronic
81849,Rock
55223,Jazz
23950,Rock
91310,Anime
64499,Rap
68413,Hip-Hop
28528,Electronic
31008,Jazz
85674,Rock
40630,Alternative
25401,Rock
49666,Hip-Hop
49291,Electronic
66277,Rock
89779,Country
20040,Rock
76744,Anime
80590,Country
68027,Country
30573,Blues
30014,Country
46225,Electronic
57168,Anime
28191,Rock
39845,Rap
31747,Country
79879,Rock
48775,Anime
34267,Electronic
37650,Alternative
75227,Anime
43188,Rap
76010,Alternative
25670,Anime
39137,Rap
78156,Alternative
45953,Rap
29543,Rock
74482,Rap
22392,Blues
25804,Jazz
47464,Country
29089,Jazz
88310,Classical
61446,Electronic
73368,Hip-Hop
86252,Electronic
83700,Jazz
65036,Jazz
71722,Rock
47861,Hip-Hop
64156,Classical
67741,Anime
22149,Alternative
82374,Anime
38127,Electronic
78873,Hip-Hop
74151,Country
69342,Country
85438,Country
84246,Country
21037,Rap
88397,Jazz
21876,Jazz
86766,Blues
63480,Anime
58807,Country
70541,Rap
42673,Hip-Hop
44685,Alternative
88581,Rock
65088,Anime
20267,Electronic
62067,Anime
68121,Rap
34387,Rap
46272,Alternative
72149,Country
55904,Country
86710,Rap
69485,Alternative
56993,Classical
36283,Rap
52357,Blues
37101,Jazz
38706,Country
39180,Rock
70250,Anime
77272,Classical
84457,Alternative
84793,Jazz
64494,Alternative
36468,Jazz
33055,Country
85625,Electronic
75033,Anime
30549,Rock
23092,Electronic
33885,Blues
22929,Electronic
65842,Alternative
62094,Jazz
79213,Anime
87496,Jazz
66881,Blues
43655,Rap
75219,Anime
86007,Alternative
89204,Anime
24317,Classical
91162,Classical
77488,Classical
49016,Electronic
46628,Alternative
66629,Hip-Hop
22974,Electronic
37543,Jazz
22097,Blues
24123,Electronic
23432,Rap
55218,Rap
43637,Electronic
73369,Rap
72828,Hip-Hop
39764,Anime
86143,Hip-Hop
52911,Anime
36349,Classical
28590,Country
36546,Anime
38080,Country
61479,Hip-Hop
70667,Blues
84826,Anime
50808,Anime
51720,Country
24392,Rock
68320,Rap
72497,Electronic
22150,Alternative
21526,Alternative
70374,Electronic
28370,Alternative
90085,Country
47124,Rock
72471,Country
30785,Hip-Hop
23582,Anime
22719,Jazz
86992,Rap
35754,Country
77308,Jazz
35575,Anime
76768,Electronic
20395,Classical
31082,Jazz
90556,Country
31444,Hip-Hop
74543,Hip-Hop
62264,Alternative
41893,Classical
51643,Rap
54509,Rock
39678,Rock
40266,Hip-Hop
82326,Rap
58307,Electronic
43837,Classical
47659,Country
50893,Electronic
62337,Electronic
43364,Country
